0.75 3.543095992345625e-18 5.915914739807475e-18 18
1.5 1.744807000081001e-17 6.059308327411722e-17 62
2.25 3.451740292548819e-17 1.959080103943432e-16 98
3 7.64693373850065e-17 6.397766648976612e-16 210
3.75 1.69786384338081e-16 2.067416473202398e-15 350
4.5 1.808987777088873e-16 4.123080765153059e-15 450
5.25 2.630798267092896e-16 7.586908683650288e-15 602
6 3.593121425355595e-16 1.038044389349688e-14 762
6.75 5.072455222586051e-16 1.9527676419439e-14 1142
7.5 5.923817785539414e-16 2.821317671326271e-14 1250
8.25 6.880602780959863e-16 4.009923063563585e-14 1458
9 8.583405668959728e-16 5.714622275878641e-14 1814
9.75 9.980249343869033e-16 8.058961650703785e-14 2178
10.5 1.27158644972652e-15 1.085447489412997e-13 2498
11.25 1.335830809540123e-15 1.255274185301001e-13 2622
12 1.688952791913999e-15 1.671937661917144e-13 3338
12.75 1.993807331390724e-15 2.188713597954049e-13 3722
13.5 2.369083850384677e-15 2.537569513645816e-13 4170
14.25 2.446369114201508e-15 2.988779614614435e-13 4358
15 2.838750856341958e-15 3.665495880590451e-13 4827
15.75 2.829323424909759e-15 4.288008628475394e-13 4928
16.5 2.481750781469293e-15 3.871539472898216e-13 4260
17.25 2.22240626805997e-15 4.033125959154173e-13 4040
18 2.151372637013524e-15 3.827467126943519e-13 3596
18.75 1.913937664530743e-15 3.278095485047914e-13 3180
19.5 1.71092040853484e-15 3.168127216180829e-13 2660
20.25 1.217587350073852e-15 2.546301185345133e-13 1956
21 9.043644739709843e-16 1.820878309967364e-13 1445
21.75 4.880316787866806e-16 1.344577466323162e-13 866
22.5 3.324083569531631e-16 7.427398087282998e-14 558
23.25 2.780425332270164e-16 5.170736930515748e-14 344
24 8.898382827554545e-17 3.418732586642262e-14 174
24.75 1.703485129360958e-17 7.604651125283151e-15 50
25.5 3.156666315606849e-18 1.456356855847805e-15 13
