0.75 1.671625950845144e-07 1.969145544417537e-07 18
1.5 5.23603867435136e-08 9.399124948493056e-08 62
2.25 5.401093572996959e-08 4.323974497088349e-07 98
3 5.210688940505313e-08 3.855414891512172e-07 210
3.75 2.386805809922098e-08 4.403184814194599e-07 350
4.5 2.034698512086616e-08 2.721183274379048e-07 450
5.25 7.918527800953567e-09 1.563828909447046e-07 602
6 3.541716804033763e-09 1.143035792919524e-07 762
6.75 1.369846979195724e-09 5.654470713716718e-08 1142
7.5 3.842285195175888e-10 1.304367863179587e-08 1250
8.25 1.0748551986493e-10 5.327676572694842e-09 1458
9 3.126676699593149e-11 1.873212812892566e-09 1814
9.75 7.306989715621158e-12 5.572741674108906e-10 2178
10.5 2.243275798933757e-12 1.938101052887092e-10 2498
11.25 1.034056820488608e-12 8.190426202232417e-11 2622
12 3.720095790576227e-13 2.532625622461473e-11 3191
12.75 6.958639784162808e-14 7.767980325535235e-12 3044
13.5 2.213121971823728e-14 1.95644803639391e-12 2736
14.25 3.32320376422633e-15 4.449043908039925e-13 2276
15 9.029725088487128e-16 1.060420488219578e-13 2016
15.75 2.286880277295797e-16 2.144227059214776e-14 1640
16.5 3.622508026014807e-17 3.446705017707881e-15 1056
17.25 3.524904092252225e-18 5.485911569307829e-16 683
18 5.298800006670834e-19 1.139624161478045e-16 350
18.75 5.324036621879562e-20 9.131748701732748e-18 192
19.5 1.409097670324126e-21 3.729338088817059e-19 44
20.25 1.059084696258151e-21 3.063988221684423e-19 25
