0.75 3.213972772583947e-09 8.273010169708463e-07 18
1.5 1.423945377176038e-09 8.45042858589448e-09 62
2.25 1.196604306367697e-11 1.306772146496243e-09 98
3 1.161017546429589e-13 1.384963224199904e-11 210
3.75 2.011417764284277e-15 1.265539102508893e-14 350
4.5 8.339375252504098e-18 9.976820488163525e-17 450
5.25 1.618653777431435e-20 3.728649207259383e-19 602
6 8.346271429967912e-23 1.075183734585633e-21 762
6.75 1.017886380672559e-24 5.107483318607473e-23 1142
7.5 8.267821960625987e-27 1.173026614559079e-24 1250
8.25 3.203998241347018e-29 1.4081646619823e-26 1458
9 7.227232112765669e-32 6.855654228117149e-29 1814
9.75 3.531415419551928e-34 1.698943781676911e-31 2178
10.5 2.353242257698041e-34 2.951014487675543e-32 2498
11.25 2.700119557805801e-34 3.336426361859933e-32 2622
12 3.647207651800598e-34 4.889727539801002e-32 3191
12.75 3.678726163707441e-34 5.433324876877235e-32 3044
13.5 3.524935460191771e-34 5.317235049278745e-32 2736
14.25 3.40993443051183e-34 4.937830424023731e-32 2276
15 3.217484743798085e-34 6.366590934786934e-32 2016
15.75 3.083681560705394e-34 5.194327511477134e-32 1640
16.5 1.985160401077578e-34 3.67890553450203e-32 1056
17.25 1.3246024391527e-34 2.587436654996923e-32 683
18 7.880215254408962e-35 1.525264278693689e-32 350
18.75 3.713227134787599e-35 8.180843187237207e-33 192
19.5 1.332094828686864e-35 3.302248748519925e-33 44
20.25 6.568052802010019e-36 1.149864340788561e-33 25
