0.75 6.171447059773501e-08 6.069850700402505e-08 18
1.5 9.424561736427571e-08 1.585666848584787e-07 62
2.25 7.558290451395351e-08 5.596119699198988e-07 98
3 5.592670784407065e-08 3.542362002989892e-07 210
3.75 4.35704577443813e-08 6.815088163675247e-07 350
4.5 2.151557286469755e-08 3.053064201612908e-07 450
5.25 3.251915442081388e-09 1.022527327815753e-07 602
6 6.179184794910224e-10 2.988903737148741e-08 762
6.75 2.233382615508788e-10 8.699476488013257e-09 1142
7.5 8.316469401655035e-11 2.931236934337729e-09 1250
8.25 2.964208789482719e-11 2.134691584173784e-09 1458
9 2.152222165687213e-11 1.442189640652733e-09 1814
9.75 1.268782966990817e-11 6.910526962114288e-10 2178
10.5 3.132277866542509e-12 1.930433314566509e-10 2498
11.25 5.81985081308622e-13 5.459252716117844e-11 2622
12 3.043534330612144e-13 2.273211151125908e-11 3191
12.75 6.359420675536438e-14 6.689519853410203e-12 3044
13.5 1.291362361832345e-14 1.31117008095787e-12 2736
14.25 2.336495789209388e-15 3.428241042933535e-13 2276
15 7.18875535835163e-16 8.588968768694125e-14 2016
15.75 2.601987842864009e-16 4.769362179871819e-14 1640
16.5 3.550609910054367e-17 3.99405538533043e-15 1056
17.25 5.679433995927706e-18 8.482275990191626e-16 683
18 6.108745667195945e-19 1.185250357325314e-16 350
18.75 8.480226108236123e-20 3.2422625037244e-17 192
19.5 1.454365073255445e-20 1.505107563740429e-18 44
20.25 3.211746510230323e-21 5.771281150089688e-19 25
