0.75 1.485284365297442e-08 8.175749760929273e-08 18
1.5 1.229574523401368e-08 1.013345116052314e-07 62
2.25 8.117586102541356e-09 1.56222293607747e-07 98
3 2.300969133375038e-08 2.618416693150534e-07 210
3.75 3.16016621094659e-08 3.042406811089441e-07 350
4.5 2.552742405882131e-08 8.370782530458847e-07 450
5.25 2.446685324266783e-08 6.665822081578415e-07 602
6 1.307095732816531e-08 2.200789937008751e-07 762
6.75 2.93052470687021e-09 8.932607723125077e-08 1142
7.5 2.405251755354356e-10 2.508108963603187e-08 1250
8.25 1.818044052387275e-10 8.212549867085301e-09 1458
9 1.751023931703669e-10 1.172836320255144e-08 1814
9.75 1.464543961533165e-10 1.098900922546279e-08 2178
10.5 9.797662819360572e-11 5.906614925640101e-09 2498
11.25 4.520779249509899e-11 3.567371438613204e-09 2622
12 2.389580015831381e-11 1.774515237336753e-09 3191
12.75 6.657511178686734e-12 6.268562397360263e-10 3044
13.5 1.57920945858152e-12 1.877467728631398e-10 2736
14.25 4.988674248402536e-13 5.486164354148786e-11 2276
15 1.599395537743026e-13 1.833600138796713e-11 2016
15.75 6.111573584779111e-14 6.143586276940478e-12 1640
16.5 1.134159249239302e-14 1.721690670280174e-12 1056
17.25 2.084100470725476e-15 5.925889665890389e-13 683
18 5.496435662325993e-16 6.610936262089943e-14 350
18.75 2.036058708257204e-16 9.212078298876726e-15 192
19.5 3.449219371711871e-17 2.741371950203429e-15 44
20.25 1.503434079962861e-17 2.696666342204696e-15 25
