0.75 1.74797883023148e-09 2.922645341307817e-09 18
1.5 4.922678100969344e-09 1.743002394108974e-08 62
2.25 6.941882088224211e-09 2.986173430726207e-08 98
3 8.332370073140392e-09 7.776900157777746e-08 210
3.75 9.325686717240591e-09 1.391889339100935e-07 350
4.5 7.807671410048104e-09 1.717883005979292e-07 450
5.25 7.248573102611277e-09 1.863474317674625e-07 602
6 5.996550092549058e-09 2.00324239768422e-07 762
6.75 4.602454245966856e-09 1.814796469723192e-07 1142
7.5 2.382474366956866e-09 1.147437997262381e-07 1250
8.25 1.064309297097579e-09 6.300162301182657e-08 1458
9 5.287430191754558e-10 3.3331853738342e-08 1814
9.75 1.86955112051043e-10 1.336055529070287e-08 2178
10.5 7.715333643164772e-11 5.945249523322173e-09 2498
11.25 3.38119106676633e-11 2.764756895978448e-09 2622
12 1.955091940172499e-11 1.640768832710287e-09 3191
12.75 8.664071229290639e-12 7.838007676497433e-10 3044
13.5 3.340526111803773e-12 3.154431972237833e-10 2736
14.25 1.238138180869313e-12 1.325015064079405e-10 2276
15 5.154617629029221e-13 6.392585680374084e-11 2016
15.75 2.153339030697521e-13 2.612700496862593e-11 1640
16.5 6.917615125628568e-14 9.425629411041526e-12 1056
17.25 2.30738680075301e-14 2.736642245085798e-12 683
18 5.294738079323437e-15 8.678859126094349e-13 350
18.75 1.787868978316923e-15 2.449935666301827e-13 192
19.5 1.945298045156265e-16 3.494201740942316e-14 44
20.25 1.097779617489984e-16 1.657587651206108e-14 25
