0.003 5.762952530674024e-20 8.860716835624235e-26 18
0.006 5.866729754366191e-20 2.424114295456065e-24 62
0.009 4.341771317098153e-21 8.735107498283555e-24 98
0.012 5.096820684390776e-20 1.09083048836168e-23 210
0.015 1.349172220501583e-19 1.770392624697371e-24 350
0.018 6.829007840369062e-20 2.103260991052038e-23 450
0.021 9.213673034034463e-21 6.258211266862146e-23 602
0.024 4.966474717394456e-20 3.788633778681095e-23 762
0.027 1.6623568323872e-19 7.727566183008149e-24 1142
0.03 1.14219753218261e-19 5.580706276008516e-23 1250
0.033 2.526918958131476e-20 1.500068939058249e-22 1458
0.036 3.622534707846574e-20 1.700077246378109e-22 1814
0.039 1.322408404240543e-19 7.523671189040674e-23 2178
0.042 1.934453528915034e-19 5.440055233895201e-23 2498
0.045 1.365005870175943e-19 1.4718003660057e-22 2622
0.048 9.372819350508915e-20 3.000512615789912e-22 3338
0.051 9.668221292922712e-20 3.202164963219924e-22 3722
0.054 1.44071750891341e-19 2.732353117810987e-22 4170
0.057 1.789316626051899e-19 2.169262215748995e-22 4358
0.06 1.844927508123e-19 2.951211951489193e-22 4827
0.063 1.712015059170416e-19 3.46637375650561e-22 4928
0.066 1.154653420735282e-19 3.739540464711623e-22 4260
0.069 7.646689908365462e-20 4.053528058375628e-22 4040
0.072 6.543947369579919e-20 3.790151386785747e-22 3596
0.075 7.819889655509976e-20 2.462228375012216e-22 3180
0.078 7.46675948159055e-20 1.761951074663511e-22 2660
0.081 5.795470418839915e-20 1.357343086036439e-22 1956
0.084 3.432256669292404e-20 1.328828208650338e-22 1445
0.087 1.088951955420739e-20 9.862009217863148e-23 866
0.09 3.423152489767379e-21 8.373456470495847e-23 558
0.093 1.645985933402455e-21 5.642825164583956e-23 344
0.096 1.424092439832782e-21 2.051143113413752e-23 174
0.099 4.448822989311429e-22 4.669364550969025e-24 50
0.102 2.122562813773349e-22 1.699919718197384e-24 13
