0.003 4.680224058166281e-22 1.101085260104889e-27 18
0.006 1.898122948947677e-21 1.563977915736461e-26 62
0.009 8.66590051412474e-22 8.479974218365369e-26 98
0.012 1.226555964836937e-21 1.945627958276622e-25 210
0.015 1.359647207934187e-21 3.457933224538542e-25 350
0.018 1.244580461116095e-21 3.495758532990139e-25 450
0.021 1.491786083682205e-21 5.764569913699872e-25 602
0.024 1.61033299990091e-21 6.895018554891161e-25 762
0.027 1.815660586939825e-21 1.290205530842188e-24 1142
0.03 1.529927311769965e-21 1.495419303044175e-24 1250
0.033 1.717066992466924e-21 1.723601016607514e-24 1458
0.036 1.938598267491493e-21 2.360809838536347e-24 1814
0.039 1.986853006229977e-21 2.825831801897595e-24 2178
0.042 2.059169144757284e-21 3.149187695476143e-24 2498
0.045 2.079568741238399e-21 3.558299598700087e-24 2622
0.048 2.395262009318159e-21 4.748558835627692e-24 3338
0.051 2.294818800379457e-21 6.029473234461545e-24 3722
0.054 3.224493954141506e-21 5.890746969056814e-24 4170
0.057 2.742020196095709e-21 6.793140468597649e-24 4358
0.06 3.138511251508353e-21 7.227618713114371e-24 4827
0.063 3.213205996011539e-21 6.855336608583981e-24 4928
0.066 2.814759928487022e-21 5.824282099921813e-24 4260
0.069 2.358769915603595e-21 5.943059886520533e-24 4040
0.072 2.167507296801855e-21 5.401782364601511e-24 3596
0.075 1.73582974247727e-21 5.095306254134352e-24 3180
0.078 1.264334248388127e-21 4.737897560999984e-24 2660
0.081 9.494077169155913e-22 3.232440451213219e-24 1956
0.084 5.295775214370109e-22 3.192862535568877e-24 1445
0.087 4.188620878475095e-22 1.426339671363732e-24 866
0.09 1.87489724185846e-22 1.129524493518619e-24 558
0.093 1.187007665020072e-22 6.661452584540459e-25 344
0.096 7.006703245988461e-23 3.320854710282566e-25 174
0.099 2.992469826636686e-23 4.942040744157567e-26 50
0.102 5.285224627895334e-24 2.059122098684095e-26 13
