0.04	3.626100227816641e-11
0.041	3.674334363972336e-11
0.042	3.7185131584069384e-11
0.043000000000000003	3.759057113466411e-11
0.044	3.796333343842452e-11
0.045	3.8306683691619365e-11
0.046	3.8623497909815426e-11
0.047	3.8916325379823014e-11
0.048	3.918743273919676e-11
0.049	3.943882561448664e-11
0.05	3.967230005218573e-11
0.051000000000000004	3.988944700180528e-11
0.052000000000000005	4.009169683034178e-11
0.053000000000000005	4.028032256629863e-11
0.054	4.045646842350495e-11
0.055	4.0621162427033235e-11
0.056	4.0775323244049295e-11
0.057	4.091978900051097e-11
0.058	4.105529954106646e-11
0.059	4.1182541911011225e-11
0.06	4.13021219002732e-11
0.061	4.1414598151951386e-11
0.062	4.152047521764613e-11
0.063	4.162020630577135e-11
0.064	4.171421434405584e-11
0.065	4.1802874462875115e-11
0.066	4.1886535367520534e-11
0.067	4.196551627069223e-11
0.068	4.2040101853603893e-11
0.069	4.211056343651285e-11
0.07	4.21771446434065e-11
0.07100000000000001	4.224006676040459e-11
0.07200000000000001	4.229954108959645e-11
0.07300000000000001	4.2355757232322324e-11
0.07400000000000001	4.240888946857945e-11
0.07500000000000001	4.2459104412162645e-11
0.07600000000000001	4.25065523490521e-11
0.077	4.255137172793306e-11
0.078	4.2593696258366264e-11
0.079	4.263364731096078e-11
0.08	4.267133572106704e-11
0.081	4.270687085514636e-11
0.082	4.274035216401657e-11
0.083	4.277187079555985e-11
0.08399999999999999	4.280151621459794e-11
0.08499999999999999	4.282937180326614e-11
0.086	4.285551460718444e-11
0.087	4.2880017823008884e-11
0.088	4.290295304652659e-11
0.089	4.2924386578363596e-11
0.09	4.294437982128517e-11
0.091	4.2962994258109886e-11
0.092	4.298028779042702e-11
0.093	4.2996315041869646e-11
0.094	4.301112709945094e-11
0.095	4.3024776185463136e-11
0.096	4.3037310815847494e-11
0.097	4.3048777203542686e-11
0.098	4.30592194976654e-11
0.099	4.3068682468885716e-11
0.1	4.307720811772728e-11
0.101	4.308483670404934e-11
0.10200000000000001	4.309160679844878e-11
0.10300000000000001	4.309755779359675e-11
0.10400000000000001	4.3102726788988e-11
0.10500000000000001	4.310714971523666e-11
0.10600000000000001	4.3110860416509794e-11
0.10700000000000001	4.3113894269118384e-11
0.10800000000000001	4.311628450541261e-11
0.10900000000000001	4.311806341442104e-11
0.11000000000000001	4.311926172420256e-11
0.11100000000000002	4.3119910554424205e-11
0.11200000000000002	4.312004026638285e-11
0.11299999999999999	4.311968004034161e-11
0.11399999999999999	4.3118858150665755e-11
0.11499999999999999	4.311760161341652e-11
0.11599999999999999	4.311593838140088e-11
0.11699999999999999	4.3113894836313164e-11
0.118	4.31114966276995e-11
0.119	4.3108768355858056e-11
0.12	4.310573421076771e-11
0.121	4.310241843651062e-11
0.122	4.309884406291479e-11
0.123	4.309503342305149e-11
0.124	4.309100780264898e-11
0.125	4.308678825633281e-11
0.126	4.308239562890756e-11
0.127	4.3077849679142516e-11
0.128	4.307316947943766e-11
0.129	4.306837317456991e-11
0.13	4.3063478375548944e-11
0.131	4.305850269867935e-11
0.132	4.305346263505864e-11
0.133	4.3048373992766106e-11
0.134	4.30432518785467e-11
0.135	4.303811020432132e-11
0.136	4.3032963469815165e-11
0.137	4.302782489707233e-11
0.138	4.30227070325286e-11
0.139	4.301762174944167e-11
